CODIGO,CODIGO VF,DESCRIPCION,PROVEEDOR,COMPRADOR,TÉRMINOS DE PAGO,DÍAS DE PAGO,MOQ,Lead Time/ días,UDM,Precio,Totales Requeridos Semana N,Inventario Inicial,WIP,Recepciones,Recepciones Monto,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico con recepciones de la semana,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+1,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+2,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+3,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+4,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+5,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Categoría,ESTATUS
MANGAJMACO,MANGAJMACO,MANGA J MAN COCO 500mL,EETISUR SA DE CV,JOVANY,,,,30,Pza,$0.55,-,"15,000",-,-,-,-,Ok,-,"36,000","130,000.00","54,000","115,000","$63,250.00","19,608","15,000","4,608",Ok,-,"36,000","110,392.00","54,000",-,$-,-,-,-,Ok,-,"36,000","110,392.00","54,000",-,$-,"9,000",-,"9,000",Ok,-,"36,000","101,392.00","54,000",-,$-,"9,000",-,"9,000",Ok,-,"36,000","92,392.00","54,000",-,$-,"9,000",-,"9,000",Ok,-,"36,000","83,392.00","54,000",-,ETIQUETA,ACTIVO
MANGAJMAFR,MANGAJMAFR,MANGA J MAN FRESA 500mL,EETISUR SA DE CV,JOVANY,,,,30,Pza,$0.55,"19,608.00","10,000",-,-,-,"9,608",Ok,-,"48,000","175,392.00","72,000","185,000","$101,750.00","19,608",-,"19,608",Ok,-,"48,000","155,784.00","72,000",-,$-,-,-,-,Ok,-,"48,000","155,784.00","72,000",-,$-,"12,000",-,"12,000",Ok,-,"48,000","143,784.00","72,000",-,$-,"12,000",-,"12,000",Ok,-,"48,000","131,784.00","72,000",-,$-,"12,000",-,"12,000",Ok,-,"48,000","119,784.00","72,000",-,ETIQUETA,ACTIVO
ETQVINABC5,ETQVINABC5,ETIQ VINAGRE BCO BC 5L,EETISUR SA DE CV,JOVANY,,,,30,Pza,$0.50,-,-,-,-,-,-,Ok,-,-,-,-,-,$-,-,-,-,Ok,-,-,"100,000.00",-,"100,000","$49,500.00",-,-,-,Ok,-,-,"100,000.00",-,-,$-,-,-,-,Ok,-,-,"100,000.00",-,-,$-,-,-,-,Ok,-,-,"100,000.00",-,-,$-,-,-,-,Ok,-,-,"100,000.00",-,-,ETIQUETA,ACTIVO
TAPAR38400,COMP_TAPA CLOR4,TAPA R38/400 FOIL 1PZA,ECAP SA DE CV,JOSE,Crédito,30,"60,000",30,Pza,$0.64,"104,160.00","1,168,000",-,"450,000.00","286,740.00",-,Ok,-,"380,000","1,513,840.00","570,000",-,$-,"89,280","1,513,840",-,Ok,-,"380,000","1,424,560.00","570,000",-,$-,"98,208","1,424,560",-,Ok,-,"380,000","1,606,352.00","570,000","280,000","$178,416.00","95,000","1,326,352",-,Ok,-,"380,000","1,511,352.00","570,000",-,$-,"95,000","1,231,352",-,Ok,-,"380,000","1,416,352.00","570,000",-,$-,"95,000","1,136,352",-,Ok,-,"380,000","1,321,352.00","570,000",-,ETIQUETA,ACTIVO
TAPAPUSHPU,TAPAPUSHPU,TAPA FLIP TOP R/28,VILLARREAL BUENFIL Y CIA SA DE CV,JOVANY,Crédito,30,"60,000",30,Pza,$0.56,"28,904.00","223,000",800,-,-,-,Ok,-,"171,000","194,096.00","228,000",-,$-,"49,604","194,096",-,Ok,-,"171,000","444,492.00","228,000","300,000","$167,700.00","49,604","144,492",-,Ok,-,"171,000","394,888.00","228,000",-,$-,"28,500","94,888",-,Ok,-,"171,000","366,388.00","228,000",-,$-,"28,500","66,388",-,Ok,-,"171,000","337,888.00","228,000",-,$-,"28,500","37,888",-,Ok,-,"171,000","309,388.00","228,000",-,ETIQUETA,ACTIVO
ETQBLANQ1L,ETQBLANQ1L,ETIQUETA BLANQUEADOR 1L,CONVERTIDORA GMV,SANDRO,Crédito,30,"60,000",30,Kg,$216.16,123,950,-,-,-,-,Ok,-,398,827.16,596,-,$-,95,827,-,Ok,-,398,732.52,596,-,$-,104,733,-,Ok,-,398,628.41,596,-,$-,99,628,-,Ok,-,398,529.03,596,-,$-,99,529,-,Ok,-,398,429.66,596,-,$-,99,430,-,Fincar,67,398,330.28,596,-,ETIQUETA,ACTIVO
ETQBLANQ4L,ETQBLANQ4L,ETIQUETA BLANQUEADOR 4L,CONVERTIDORA GMV,SANDRO,Crédito,30,"60,000",30,Kg,$216.16,142.8,"1,451",33,-,-,-,Ok,-,642,"1,308.40",963,-,$-,151,"1,308",-,Ok,-,642,"1,157.52",963,-,$-,166,"1,158",-,Ok,-,642,991.54,963,-,$-,161,992,-,Ok,-,642,830.99,963,-,$-,161,831,-,Ok,-,642,670.44,963,-,$-,161,670,-,Fincar,132,642,509.89,963,-,ETIQUETA,ACTIVO
ETCLOROMAS,ETCLOROMAS,ETIQ CLORO MASCOTAS 1L,CONVERTIDORA GMV,SANDRO,,,,30,Pza,$224.76,-,526,-,-,-,-,Ok,-,63,526.38,95,-,$-,-,526,-,Ok,-,63,526.38,95,-,$-,-,526,-,Ok,-,63,526.38,95,-,$-,16,526,-,Ok,-,63,510.52,95,-,$-,16,511,-,Ok,-,63,494.66,95,-,$-,16,495,-,Ok,-,63,478.8,95,-,ETIQUETA,ACTIVO
ETQLAVOP5E,ETQLAVOP5E,ETIQ MULT LAVANDA OPP 5L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"88,000",15,Pza,$0.75,"3,790.00","61,496",200,-,-,-,Ok,-,"36,000","57,706.00","54,000",-,$-,"9,975","57,706",-,Ok,-,"36,000","47,731.00","54,000",-,$-,"9,975","47,731",-,Ok,-,"36,000","37,756.00","54,000",-,$-,"9,000","37,756",-,Fincar,"7,244","36,000","28,756.00","54,000",-,$-,"9,000","28,756",-,Fincar,"16,244","36,000","19,756.00","54,000",-,$-,"9,000","19,756",-,Fincar,"25,244","36,000","10,756.00","54,000",-,ETIQUETA,ACTIVO
ETIQDE5ETS,COMP_ROPA5L,ETIQ DET ROPA COLOR BC 5L,GRUPO ETS,JOVANY,Crédito,60,"88,000",15,Pza,$0.51,"11,455.00","100,718","3,250",-,-,-,Ok,-,"70,000","89,263.00","105,000",-,$-,"17,646","89,263",-,Ok,-,"70,000","71,617.00","105,000",-,$-,"14,705","71,617",-,Fincar,"13,088","70,000","56,912.00","105,000",-,$-,"17,500","56,912",-,Fincar,"30,588","70,000","39,412.00","105,000",-,$-,"17,500","39,412",-,Fincar,"48,088","70,000","21,912.00","105,000",-,$-,"17,500","21,912",-,Fincar,"65,588","70,000","4,412.00","105,000",-,ETIQUETA,ACTIVO
ETQMPINO5L,ETQMPINO5L,ETIQ MULT AC PINO BC 5L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"88,000",15,Pza,$0.46,"3,980.00","54,617",-,-,-,-,Ok,-,"19,400","50,637.00","29,100",-,$-,"3,980","50,637",-,Ok,-,"19,400","46,657.00","29,100",-,$-,"5,970","46,657",-,Ok,-,"19,400","40,687.00","29,100",-,$-,"4,850","40,687",-,Ok,-,"19,400","35,837.00","29,100",-,$-,"4,850","35,837",-,Ok,-,"19,400","30,987.00","29,100",-,$-,"4,850","30,987",-,Ok,-,"19,400","26,137.00","29,100",-,ETIQUETA,ACTIVO
ETQFRBIBC2,ETQFRBIBC2,ETIQUETA FR MULTIUSOS BOSQUE INTENSO BEST CHOISE 2 L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"120,000",15,Pza,$0.29,"9,976.00","71,320",-,-,-,-,Ok,-,"28,000","61,344.00","42,000",-,$-,"9,976","61,344",-,Ok,-,"28,000","51,368.00","42,000",-,$-,"4,988","51,368",-,Ok,-,"28,000","46,380.00","42,000",-,$-,"7,000","46,380",-,Ok,-,"28,000","39,380.00","42,000",-,$-,"7,000","39,380",-,Ok,-,"28,000","32,380.00","42,000",-,$-,"7,000","32,380",-,Fincar,"2,620","28,000","25,380.00","42,000",-,ETIQUETA,ACTIVO
ETQRVBIBC2,ETQRVBIBC2,ETIQUETA RV MULTIUSOS BOSQUE INTENSO BEST CHOISE 2 L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"120,000",15,Pza,$0.29,"9,976.00","61,580",-,-,-,-,Ok,-,"28,000","51,604.00","42,000",-,$-,"9,976","51,604",-,Ok,-,"28,000","41,628.00","42,000",-,$-,"4,988","41,628",-,Ok,-,"28,000","36,640.00","42,000",-,$-,"7,000","36,640",-,Ok,-,"28,000","29,640.00","42,000",-,$-,"7,000","29,640",-,Fincar,"5,360","28,000","22,640.00","42,000",-,$-,"7,000","22,640",-,Fincar,"12,360","28,000","15,640.00","42,000",-,ETIQUETA,ACTIVO
ETQFRLVBC2,ETQFRLVBC2,ETIQUETA FR MULTIUSOS LAVANDA BEST CHOISE 2L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"120,000",15,Pza,$0.29,"9,976.00","37,200",-,-,-,-,Fincar,"8,776","36,000","27,224.00","54,000",-,$-,"9,976","27,224",-,Fincar,"18,752","36,000","17,248.00","54,000",-,$-,"4,988","17,248",-,Fincar,"23,740","36,000","12,260.00","54,000",-,$-,"9,000","12,260",-,Fincar,"32,740","36,000","3,260.00","54,000",-,$-,"9,000","3,260","5,740",Fincar,"36,000","36,000",-,"54,000",-,$-,"9,000",-,"9,000",Fincar,"36,000","36,000",-,"54,000",-,ETIQUETA,ACTIVO
ETQRVLVBC2,ETQRVLVBC2,ETIQUETA RV MULTIUSOS LAVANDA BEST CHOISE 2L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"120,000",15,Pza,$0.29,"9,976.00","47,370",-,-,-,-,Ok,-,"36,000","37,394.00","54,000",-,$-,"9,976","37,394",-,Fincar,"8,582","36,000","27,418.00","54,000",-,$-,"4,988","27,418",-,Fincar,"13,570","36,000","22,430.00","54,000",-,$-,"9,000","22,430",-,Fincar,"22,570","36,000","13,430.00","54,000",-,$-,"9,000","13,430",-,Fincar,"31,570","36,000","4,430.00","54,000",-,$-,"9,000","4,430","4,570",Fincar,"36,000","36,000",-,"54,000",-,ETIQUETA,ACTIVO
ETQFRDESBC,ETQFRDESBC,ETQ FR DESENGRASANTE BC 1L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"150,000",15,Pza,$0.29,-,"147,410",-,-,-,-,Ok,-,"42,000","147,410.00","63,000",-,$-,"9,901","147,410",-,Ok,-,"42,000","137,509.00","63,000",-,$-,"9,901","137,509",-,Ok,-,"42,000","127,608.00","63,000",-,$-,"10,500","127,608",-,Ok,-,"42,000","117,108.00","63,000",-,$-,"10,500","117,108",-,Ok,-,"42,000","106,608.00","63,000",-,$-,"10,500","106,608",-,Ok,-,"42,000","96,108.00","63,000",-,ETIQUETA,ACTIVO
ETQRVDESBC,ETQRVDESBC,ETQ RV DESENGRASANTE BC 1L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"150,000",15,Pza,$0.29,-,"147,390",-,-,-,-,Ok,-,"42,000","147,390.00","63,000",-,$-,"9,901","147,390",-,Ok,-,"42,000","137,489.00","63,000",-,$-,"9,901","137,489",-,Ok,-,"42,000","127,588.00","63,000",-,$-,"10,500","127,588",-,Ok,-,"42,000","117,088.00","63,000",-,$-,"10,500","117,088",-,Ok,-,"42,000","106,588.00","63,000",-,$-,"10,500","106,588",-,Ok,-,"42,000","96,088.00","63,000",-,ETIQUETA,ACTIVO
ETQFRLVIBC,ETQFRLVIBC,ETQ FR LIMPIAVIDRIOS BC 1L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"150,000",15,Pza,$0.29,-,"107,250",-,-,-,-,Ok,-,"33,200","107,250.00","49,800",-,$-,"19,802","107,250",-,Ok,-,"33,200","87,448.00","49,800",-,$-,"9,901","87,448",-,Ok,-,"33,200","77,547.00","49,800",-,$-,"8,300","77,547",-,Ok,-,"33,200","69,247.00","49,800",-,$-,"8,300","69,247",-,Ok,-,"33,200","60,947.00","49,800",-,$-,"8,300","60,947",-,Ok,-,"33,200","52,647.00","49,800",-,ETIQUETA,ACTIVO
ETQRVLVIBC,ETQRVLVIBC,ETQ RV LIMPIAVIDRIOS BC 1L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"150,000",15,Pza,$0.29,-,"106,280",-,-,-,-,Ok,-,"33,200","106,280.00","49,800",-,$-,"19,802","106,280",-,Ok,-,"33,200","86,478.00","49,800",-,$-,"9,901","86,478",-,Ok,-,"33,200","76,577.00","49,800",-,$-,"8,300","76,577",-,Ok,-,"33,200","68,277.00","49,800",-,$-,"8,300","68,277",-,Ok,-,"33,200","59,977.00","49,800",-,$-,"8,300","59,977",-,Ok,-,"33,200","51,677.00","49,800",-,ETIQUETA,ACTIVO
ETQMARFR5L,ETQMARFR5L,ETIQ MULT MAR FRESCO 5L,ETIFLEX SA DE CV,JOVANY,,,,15,Pza,$0.75,"1,995.00","43,900",-,-,-,-,Ok,-,"20,000","41,905.00","30,000",-,$-,"12,000","41,905",-,Ok,-,"20,000","29,905.00","30,000",-,$-,"1,995","29,905",-,Ok,-,"20,000","27,910.00","30,000",-,$-,"5,000","27,910",-,Ok,-,"20,000","22,910.00","30,000",-,$-,"5,000","22,910",-,Fincar,"2,090","20,000","17,910.00","30,000",-,$-,"5,000","17,910",-,Fincar,"7,090","20,000","12,910.00","30,000",-,ETIQUETA,ACTIVO
ETQMANCA5L,ETQMANCA5L,ETIQ MNAZANA CANELA 5L,ETIFLEX SA DE CV,JOVANY,,,,15,Pza,$0.75,"3,990.00","112,730",-,-,-,-,Ok,-,"21,600","108,740.00","32,400",-,$-,"5,985","108,740",-,Ok,-,"21,600","102,755.00","32,400",-,$-,"7,980","102,755",-,Ok,-,"21,600","94,775.00","32,400",-,$-,"5,400","94,775",-,Ok,-,"21,600","89,375.00","32,400",-,$-,"5,400","89,375",-,Ok,-,"21,600","83,975.00","32,400",-,$-,"5,400","83,975",-,Ok,-,"21,600","78,575.00","32,400",-,ETIQUETA,ACTIVO
ETQFRLBC1E,COMP_FRBAÑOS,ETQ FTE LIMP BAÑOS BC 1L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"150,000",15,Pza,$0.29,-,"30,000",-,-,-,-,Ok,-,"21,600","30,000.00","32,400",-,$-,-,"30,000",-,Ok,-,"21,600","30,000.00","32,400",-,$-,"9,901","30,000",-,Fincar,"1,501","21,600","20,099.00","32,400",-,$-,"5,400","20,099",-,Fincar,"6,901","21,600","14,699.00","32,400",-,$-,"5,400","14,699",-,Fincar,"12,301","21,600","9,299.00","32,400",-,$-,"5,400","9,299",-,Fincar,"17,701","21,600","3,899.00","32,400",-,ETIQUETA,ACTIVO
ETQRVLBC1E,COMP_RVBAÑOS,ETQ RV LIMP BAÑOS BC 1L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"150,000",15,Pza,$0.29,-,"30,000",-,-,-,-,Ok,-,"21,600","30,000.00","32,400",-,$-,-,"30,000",-,Ok,-,"21,600","30,000.00","32,400",-,$-,"9,901","30,000",-,Fincar,"1,501","21,600","20,099.00","32,400",-,$-,"5,400","20,099",-,Fincar,"6,901","21,600","14,699.00","32,400",-,$-,"5,400","14,699",-,Fincar,"12,301","21,600","9,299.00","32,400",-,$-,"5,400","9,299",-,Fincar,"17,701","21,600","3,899.00","32,400",-,ETIQUETA,ACTIVO
ETQSUAVPR5,COMP_ETQSUAV5L,ETQ SUAVIZANTE PRIMAVERAL BC 5 L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"50,000",15,Pza,$1.35,"9,000.00","33,000",-,-,-,-,Fincar,"4,000","28,000","24,000.00","42,000",-,$-,"9,000","24,000",-,Fincar,"13,000","28,000","15,000.00","42,000",-,$-,"6,000","15,000",-,Fincar,"19,000","28,000","9,000.00","42,000",-,$-,"7,000","9,000",-,Fincar,"26,000","28,000","2,000.00","42,000",-,$-,"7,000","2,000","5,000",Fincar,"28,000","28,000",-,"42,000",-,$-,"7,000",-,"7,000",Fincar,"28,000","28,000",-,"42,000",-,ETIQUETA,ACTIVO
ETQSUAVOT5,ETQSUAVOT5,ETIQUETA SUAV OTOÑAL BC 5L,ETIFLEX SA DE CV,JOVANY,Crédito,60,"50,000",15,Pza,$1.35,-,"39,600",-,-,-,-,Ok,-,"12,000","39,600.00","18,000",-,$-,"3,000","39,600",-,Ok,-,"12,000","36,600.00","18,000",-,$-,"6,000","36,600",-,Ok,-,"12,000","30,600.00","18,000",-,$-,"3,000","30,600",-,Ok,-,"12,000","27,600.00","18,000",-,$-,"3,000","27,600",-,Ok,-,"12,000","24,600.00","18,000",-,$-,"3,000","24,600",-,Ok,-,"12,000","21,600.00","18,000",-,ETIQUETA,ACTIVO
MANGADETBC,MANGADETBC,MANGA DET R COLOR BEST CHOICE 2 L,PUBLI GRAFIC INTERNATIONAL SA DE CV,SANDRO,Crédito,30,"100,000",15,Pza,$1.42,"11,606.00","29,279","3,100",-,-,-,Fincar,"22,327","40,000","17,673.00","60,000",-,$-,"14,706","17,673",-,Fincar,"37,033","40,000","2,967.00","60,000",-,$-,"14,706","2,967","11,739",Fincar,"40,000","40,000",-,"60,000",-,$-,"10,000",-,"10,000",Fincar,"40,000","40,000",-,"60,000",-,$-,"10,000",-,"10,000",Fincar,"40,000","40,000",-,"60,000",-,$-,"10,000",-,"10,000",Fincar,"40,000","40,000",-,"60,000",-,ETIQUETA,ACTIVO
MANGASBEBC,MANGASBEBC,MANGA SUAVIZANTE BEBÉ BEST CHOISE 2L,PUBLI GRAFIC INTERNATIONAL SA DE CV,SANDRO,Crédito,30,"100,000",15,Pza,$1.42,"7,500.00","13,603",-,-,-,-,Fincar,"21,897","28,000","6,103.00","42,000",-,$-,"7,500","6,103","1,397",Fincar,"28,000","28,000",-,"42,000",-,$-,"7,500",-,"7,500",Fincar,"28,000","28,000",-,"42,000",-,$-,"7,000",-,"7,000",Fincar,"28,000","28,000",-,"42,000",-,$-,"7,000",-,"7,000",Fincar,"28,000","28,000",-,"42,000",-,$-,"7,000",-,"7,000",Fincar,"28,000","28,000",-,"42,000",-,ETIQUETA,ACTIVO
AGUA,AGUA,AGUA,BRAULIO NAVARRETE FLORES,JOSE,Crédito,30,"20,000",1,Lts,$0.05,"881,289.20","540,000",-,-,-,"341,289",Fincar,"700,000","700,000",-,"900,000",-,$-,"935,780",-,"935,780",Fincar,"700,000","700,000",-,"900,000",-,$-,"886,580",-,"886,580",Fincar,"700,000","700,000",-,"900,000",-,$-,"905,341",-,"905,341",Fincar,"700,000","700,000",-,"900,000",-,$-,"905,341",-,"905,341",Fincar,"700,000","700,000",-,"900,000",-,$-,"905,341",-,"905,341",Fincar,"700,000","700,000",-,"900,000",-,INDIRECTO,ACTIVO
TARIMAGENR,COMP_TARIMA,TARIMA DE MADERA ELIZABETH 1.00MTS X 1.20,ELIZABETH ANAHY MONTES DE OCA GARCIA,JOSE,Crédito,30,50,3,Pza,$120.00,"1,360.00","1,331",-,800,"96,000.00",29,Fincar,"878,429","880,000","1,571.00","1,320,000",800,"$96,000.00","1,395",771,624,Fincar,"879,624","880,000",375.82,"1,320,000",200,"$24,000.00","1,345",-,"1,345",Fincar,"880,000","880,000",-,"1,320,000",-,$-,"1,381",-,"1,381",Fincar,"880,000","880,000",-,"1,320,000",-,$-,"1,381",-,"1,381",Fincar,"880,000","880,000",-,"1,320,000",-,$-,"1,381",-,"1,381",Fincar,"880,000","880,000",-,"1,320,000",-,INDIRECTO,ACTIVO
CHAROGENKR,CHAROGENKR,CHAROLA GENÉRICA KRAFT 1.13 X 1.02,CARTO EMPAQUES DEL CENTRO SA DE CV,CLARA,Crédito,60,"1,000",8,Pza,$15.68,-,-,-,-,-,-,Fincar,400,400,-,"1,000",-,$-,-,-,-,Fincar,400,400,-,"1,000",-,$-,-,-,-,Fincar,400,400,-,"1,000",-,$-,-,-,-,Fincar,400,400,-,"1,000",-,$-,-,-,-,Fincar,400,400,-,"1,000",-,$-,-,-,-,Fincar,400,400,-,"1,000",-,INDIRECTO,ACTIVO
HIPOCLSO13,COMP_HIPOCLO,HIPOCLORITO DE SODIO,IQUISA SANTA CLARA SA DE CV,SANDRO,Crédito,30,"36,000",8,Kg,$4.20,"138,600.00","53,832",-,"36,220.00","152,015.34","84,769",Ok,-,"40,000","60,951.50","65,000","109,500","$459,571.50","115,500",-,"115,500",Fincar,"40,000","40,000",-,"65,000",-,$-,"127,050",-,"127,050",Fincar,"40,000","40,000",-,"65,000",-,$-,"126,682",-,"126,682",Fincar,"40,000","40,000",-,"65,000",-,$-,"126,682",-,"126,682",Fincar,"40,000","40,000",-,"65,000",-,$-,"126,682",-,"126,682",Fincar,"40,000","40,000",-,"65,000",-,INDIRECTO,ACTIVO
CINTAST910,CINTAST910,CINTA ADHESIVA SILVER TAPE 910M 2IN,SOLUCIONES INTEGRALES DE EMPAQUE TOLEDO S.A DE C.V,CLARA,Crédito,30,20,8,Pza,$102.50,"11,273.40",872,-,-,-,"10,402",Fincar,"56,659","56,659",-,"70,824",-,$-,"13,298",-,"13,298",Fincar,"56,659","56,659",-,"70,824",-,$-,"10,280",-,"10,280",Fincar,"56,659","56,659",-,"70,824",198,"$20,295.00","14,165",-,"14,165",Fincar,"56,659","56,659",-,"70,824",-,$-,"14,165",-,"14,165",Fincar,"56,659","56,659",-,"70,824",-,$-,"14,165",-,"14,165",Fincar,"56,659","56,659",-,"70,824",-,INDIRECTO,ACTIVO
PELICULA60,PELICULA60,PELICULA STRECH,SOLUCIONES INTEGRALES DE EMPAQUE TOLEDO S.A DE C.V,CLARA,Crédito,30,100,8,Pza,$34.00,456,"4,442",-,-,-,-,Ok,-,"1,427","3,986.12","2,378",-,$-,485,"3,986",-,Ok,-,"1,427","3,501.36","2,378",-,$-,461,"3,501",-,Ok,-,"1,427","4,540.36","2,378","1,500","$51,000.00",476,"3,040",-,Ok,-,"1,427","4,064.66","2,378",-,$-,476,"2,565",-,Ok,-,"1,427","3,588.97","2,378",-,$-,476,"2,089",-,Ok,-,"1,427","3,113.27","2,378",-,INDIRECTO,ACTIVO
PLAYOC40TL,PLAYOC40TL,PLAYO CALIBRE 40 TOLEDO,SOLUCIONES INTEGRALES DE EMPAQUE TOLEDO S.A DE C.V,CLARA,-,30,100,8,Pza,$27.62,-,619,-,-,-,-,Fincar,"3,381","4,000",619.2,"6,000",-,$-,-,619,-,Fincar,"3,381","4,000",619.2,"6,000",-,$-,-,619,-,Fincar,"3,121","4,000",879.2,"6,000",260,"$7,181.20",-,619,-,Fincar,"3,121","4,000",879.2,"6,000",-,$-,-,619,-,Fincar,"3,121","4,000",879.2,"6,000",-,$-,-,619,-,Fincar,"3,121","4,000",879.2,"6,000",-,INDIRECTO,ACTIVO
HOTMELTERM,HOTMELTERM,HOTE MELT TERMOPACK 95,"GUEROLA MÉXICO, S.A. DE C.V.",JOSE,,30,"10,000",8,Kg,$102.85,43.5,686,-,-,-,-,Ok,-,211,642.5,317,-,$-,35,643,-,Ok,-,211,607.5,317,-,$-,38,608,-,Ok,-,211,569,317,-,$-,53,569,-,Ok,-,211,516.18,317,-,$-,53,516,-,Ok,-,211,463.37,317,-,$-,53,463,-,Ok,-,211,410.55,317,-,INDIRECTO,ACTIVO
ADHHOTMELT,ADHHOTMELT,ADHESIVO HOT MELT,"GUEROLA MÉXICO, S.A. DE C.V.",JOSE,,,,8,Pza,"$1,658.08",16.1,121,-,-,-,-,Ok,-,52,104.88,78,-,$-,12,105,-,Ok,-,52,92.48,78,-,$-,14,92,-,Ok,-,52,78.84,78,-,$-,13,79,-,Ok,-,52,65.82,78,-,$-,13,66,-,Ok,-,52,52.8,78,-,$-,13,53,-,Fincar,12,52,39.78,78,-,INDIRECTO,ACTIVO
TARROPET250,TARROPET250,TARRO PET TRANSP 250ML,REGIOPET S.A. DE C.V.,JOSE,Crédito,30,"10,000",15,Pza,$1.33,"47,851.00","118,864","12,149",-,-,-,Ok,-,"160,000","184,709.00","240,000","113,696","$150,647.20","24,000","71,013",-,Ok,-,"160,000","274,405.00","240,000","113,696","$150,647.20","36,000","47,013",-,Ok,-,"160,000","238,405.00","240,000",-,$-,"40,000","11,013","28,987",Ok,-,"160,000","198,405.00","240,000",-,$-,"40,000",-,"40,000",Fincar,"1,595","160,000","158,405.00","240,000",-,$-,"40,000",-,"40,000",Fincar,"41,595","160,000","118,405.00","240,000",-,ENVASE,ACTIVO
TAPAR63VER,TAPAR63VER,TAPA R63 VERDE,IMPRESOS MAQUILADORA LOS REYES,JOSE,Anticipo,-,"1,000",15,Kg,$0.63,"22,960.00","103,740","13,040",-,-,-,Fincar,"7,220","88,000","80,780.00","132,000",-,$-,"12,000","80,780",-,Fincar,"19,220","88,000","68,780.00","132,000",-,$-,"24,000","68,780",-,Ok,-,"88,000","172,780.00","132,000","128,000","$80,640.00","22,000","44,780",-,Ok,-,"88,000","150,780.00","132,000",-,$-,"22,000","22,780",-,Ok,-,"88,000","128,780.00","132,000",-,$-,"22,000",780,"21,220",Ok,-,"88,000","106,780.00","132,000",-,TAPA,ACTIVO
TAPAR63NEG,TAPAR63NEG,TAPA R63 NEGRA,IMPRESOS MAQUILADORA LOS REYES,JOSE,Anticipo,-,"1,000",15,Kg,$0.63,"24,000.00","135,660",-,-,-,-,Ok,-,"72,000","111,660.00","108,000",-,$-,"12,000","111,660",-,Ok,-,"72,000","99,660.00","108,000",-,$-,"12,000","99,660",-,Ok,-,"72,000","195,660.00","108,000","108,000","$68,040.00","18,000","87,660",-,Ok,-,"72,000","177,660.00","108,000",-,$-,"18,000","69,660",-,Ok,-,"72,000","159,660.00","108,000",-,$-,"18,000","51,660",-,Ok,-,"72,000","141,660.00","108,000",-,TAPA,ACTIVO
POLIETILR7,COMP_POLIETILENO,POLIETILENO LR732002,VINMAR PLASTICHEM S DE RL DE CV,JOSE,Crédito,60,"1,000",15,Kg,$17.20,"8,540.00","16,700",-,-,-,-,Fincar,"20,640","28,800","8,160.00","28,800",-,$-,"8,540","8,160",380,Fincar,"28,800","28,800",-,"28,800",-,$-,"8,540",-,"8,540",Fincar,"28,800","28,800",-,"28,800",-,$-,"5,978",-,"5,978",Fincar,"28,800","28,800",-,"28,800",-,$-,"5,978",-,"5,978",Fincar,"28,800","28,800",-,"28,800",-,$-,"5,978",-,"5,978",Fincar,"28,800","28,800",-,"28,800",-,QUÍMICOS,ACTIVO
